0;0;0;0;land;false;unknown;0
1;118;121;1;land;true;plains;1
2;157;67;1;land;true;forest;1
3;117;94;1;land;true;plains;1
4;139;75;1;land;false;plains;1
5;136;104;1;land;true;plains;1
6;165;83;1;land;true;forest;1
7;167;48;1;land;true;forest;1
8;162;64;1;land;true;forest;1
9;126;101;1;land;false;plains;1
10;113;107;1;land;true;forest;1
11;123;61;1;land;true;plains;1
12;125;50;1;land;true;plains;1
13;190;90;1;land;true;forest;1
14;185;60;1;land;true;forest;1
15;121;64;1;land;true;forest;1
16;158;98;1;land;true;forest;1
17;140;74;1;land;true;forest;1
18;159;51;1;land;false;plains;1
19;99;207;1;land;true;plains;1
20;142;165;1;land;false;plains;1
21;122;160;1;land;true;forest;1
22;135;217;1;land;false;forest;1
23;176;178;1;land;true;plains;1
24;175;173;1;land;true;forest;1
25;98;226;1;land;true;forest;1
26;135;192;1;land;true;forest;1
27;123;147;1;land;true;forest;1
28;121;202;1;land;true;plains;1
29;28;112;1;land;true;plains;1
30;32;241;1;land;true;forest;1
31;215;53;1;land;true;forest;1
32;163;126;1;land;true;forest;1
33;117;151;1;land;true;forest;1
34;78;216;1;land;true;forest;1
35;149;213;1;land;true;forest;1
36;71;19;1;land;true;forest;1
37;252;105;1;land;true;forest;1
38;158;204;1;land;true;forest;1
39;150;11;1;land;true;forest;1
40;147;78;1;land;true;plains;1
41;26;148;1;land;true;forest;1
42;201;221;1;land;true;forest;1
43;5;253;1;land;true;plains;1
44;224;20;1;land;true;plains;1
45;165;101;1;land;true;forest;1
46;110;158;1;land;true;forest;1
47;109;206;1;land;true;forest;1
48;52;22;1;land;true;forest;1
49;186;79;1;land;true;forest;1
50;165;180;1;land;true;forest;1
51;212;157;1;land;true;plains;1
52;136;18;1;land;true;plains;1
53;103;30;1;land;true;plains;1
54;2;146;1;land;true;forest;1
55;12;213;1;land;true;plains;1
56;235;31;1;land;true;forest;1
57;139;103;1;land;true;plains;1
58;49;134;1;land;true;forest;1
59;57;122;1;land;true;forest;1
60;208;178;1;land;true;forest;1
61;139;228;1;land;true;forest;1
62;56;45;1;land;true;forest;1
63;86;118;1;land;true;forest;1
64;4;185;1;land;true;forest;1
65;201;40;1;land;true;forest;1
66;81;69;1;land;true;forest;1
67;113;241;1;land;true;forest;1
68;191;112;1;land;true;plains;1
69;177;190;1;land;true;forest;1
70;165;105;1;land;true;forest;1
71;39;200;1;land;true;forest;1
72;236;23;1;land;true;forest;1
73;234;89;1;land;true;forest;1
74;154;217;1;land;true;forest;1
75;102;250;1;land;true;forest;1
76;30;77;1;land;true;forest;1
77;99;47;1;land;true;forest;1
78;50;164;1;land;true;forest;1
79;242;191;1;land;true;forest;1
80;153;24;1;land;true;forest;1
81;193;71;1;land;true;forest;1
82;118;161;1;land;true;forest;1
83;45;179;1;land;true;forest;1
84;205;42;1;land;true;forest;1
85;10;51;1;land;true;forest;1
86;195;96;1;land;true;forest;1
87;207;146;1;land;true;forest;1
88;239;147;1;land;true;forest;1
89;109;162;1;land;true;forest;1
90;54;195;1;land;true;forest;1
91;57;60;1;land;true;forest;1
92;103;17;1;land;true;forest;1
93;50;111;1;land;true;forest;1
94;181;189;1;land;true;forest;1
95;162;254;1;land;true;forest;1
96;75;58;1;land;true;forest;1
97;40;134;1;land;true;forest;1
98;158;142;1;land;true;forest;1
99;152;242;1;land;true;forest;1
100;128;87;1;land;true;forest;1
101;30;169;1;land;true;forest;1
102;171;166;1;land;true;forest;1
103;135;37;1;land;true;forest;1
104;253;44;1;land;true;forest;1
105;210;130;1;land;true;forest;1
106;55;125;1;land;true;forest;1
107;63;112;1;land;true;forest;1
108;120;145;1;land;true;plains;1
109;46;146;1;land;true;forest;1
110;85;149;1;land;true;plains;1
111;254;89;1;land;true;forest;1
112;223;132;1;land;true;forest;1
113;246;64;1;land;true;forest;1
114;230;61;1;land;true;forest;1
115;65;223;1;land;true;forest;1
116;32;76;1;land;true;forest;1
117;242;129;1;land;true;forest;1
118;165;147;1;land;true;forest;1
119;46;229;1;land;true;forest;1
120;189;19;1;land;true;forest;1
121;136;103;1;land;true;forest;1
122;33;118;1;land;true;plains;1
123;245;173;1;land;true;forest;1
124;210;44;1;land;true;forest;1
125;119;70;1;land;true;forest;1
126;48;124;1;land;true;forest;1
127;222;226;1;land;true;forest;1
128;59;214;1;land;true;plains;1
129;88;220;1;land;true;plains;1
130;41;76;1;land;true;forest;1
131;209;124;1;land;true;forest;1
132;106;177;1;land;true;forest;1
133;79;219;1;land;true;forest;1
134;89;210;1;land;true;forest;1
135;168;56;1;land;true;forest;1
136;90;81;1;land;true;forest;1
137;225;106;1;land;true;forest;1
138;159;203;1;land;true;plains;1
139;97;186;1;land;true;plains;1
140;115;198;1;land;true;forest;1
141;218;62;1;land;true;plains;1
142;154;110;1;land;true;forest;1
143;171;67;1;land;true;forest;1
144;203;101;1;land;true;forest;1
145;166;104;1;land;true;forest;1
146;176;146;1;land;true;forest;1
147;118;236;1;land;true;forest;1
148;56;39;1;land;true;forest;1
149;43;34;1;land;true;forest;1
150;26;7;1;land;true;forest;1
151;233;85;1;land;true;plains;1
152;13;98;1;land;true;plains;1
153;233;208;1;land;true;forest;1
154;139;12;1;land;true;plains;1
155;73;46;1;land;true;forest;1
156;110;190;1;land;true;forest;1
157;16;225;1;land;true;forest;1
158;229;8;1;land;true;forest;1
159;230;42;1;land;true;forest;1
160;123;121;1;land;true;forest;1
161;209;143;1;land;true;forest;1
162;179;175;1;land;true;forest;1
163;83;235;1;land;true;plains;1
164;51;60;1;land;true;forest;1
165;0;100;1;land;true;forest;1
166;189;211;1;land;true;plains;1
167;82;235;1;land;true;plains;1
168;42;54;1;land;true;forest;1
169;117;83;1;land;true;forest;1
170;100;145;1;land;true;plains;1
171;241;236;1;land;true;forest;1
172;236;193;1;land;true;forest;1
173;250;218;1;land;true;forest;1
174;233;35;1;land;true;plains;1
175;198;134;1;land;true;plains;1
176;157;180;1;land;true;forest;1
177;54;232;1;land;true;forest;1
178;199;26;1;land;true;plains;1
179;164;105;1;land;true;forest;1
180;107;165;1;land;true;plains;2
181;52;249;1;land;true;hills;1
182;253;3;1;land;true;plains;2
183;193;1;1;land;true;plains;2
184;203;60;1;land;true;plains;2
185;196;23;1;land;true;plains;2
186;229;63;1;land;true;plains;2
187;56;98;1;land;true;plains;2
188;73;118;1;land;true;plains;2
189;185;180;1;land;true;plains;2
190;156;154;1;land;true;plains;2
191;156;184;1;land;true;plains;2
192;180;83;1;land;true;forest;1
193;221;170;1;land;true;forest;1
194;133;146;1;land;true;forest;1
195;46;200;1;land;false;forest;2
196;40;216;1;land;false;plains;2
197;68;240;1;land;false;forest;2
198;39;201;1;land;false;plains;2
199;89;232;1;land;false;plains;2
200;52;203;1;land;false;forest;2
201;97;240;1;land;false;plains;2
202;49;187;1;land;false;plains;2
203;50;195;1;land;false;forest;2
204;44;214;1;land;false;plains;2
205;49;242;1;land;false;plains;2
206;49;221;1;land;false;plains;2
207;72;212;1;land;false;forest;2
208;21;163;1;land;true;forest;2
209;29;217;1;land;false;forest;2
210;2;203;1;land;false;forest;2
211;43;162;1;land;false;forest;2
212;39;145;1;land;false;forest;2
213;2;141;1;land;true;forest;2
214;3;186;1;land;false;forest;2
215;29;198;1;land;true;forest;2
216;26;157;1;land;false;forest;2
217;31;198;1;land;true;forest;2
218;42;220;1;land;true;forest;2
219;23;172;1;land;true;forest;2
220;19;198;1;land;true;forest;2
221;1;171;1;land;true;forest;2
222;16;163;1;land;false;forest;2
223;39;219;1;land;false;forest;2
224;7;145;1;land;false;forest;2
225;43;157;1;land;true;forest;2
226;235;182;1;land;true;plains;2
227;221;171;1;land;true;plains;2
228;217;145;1;land;true;forest;2
229;253;138;1;land;true;forest;2
230;254;113;1;land;true;plains;2
231;219;145;1;land;true;plains;2
232;209;118;1;land;true;forest;2
233;228;167;1;land;false;forest;2
234;253;120;1;land;true;plains;2
235;194;129;1;land;true;plains;2
236;240;143;1;land;true;plains;2
237;194;166;1;land;true;plains;2
238;199;175;1;land;false;plains;2
239;250;136;1;land;true;plains;2
240;213;151;1;land;false;plains;2
241;243;142;1;land;false;plains;2
242;225;134;1;land;true;plains;2
243;236;112;1;land;false;plains;2
244;221;176;1;land;true;plains;2
245;252;116;1;land;true;plains;2
246;237;121;1;land;false;plains;2
247;235;121;1;land;false;plains;2
248;216;196;1;land;false;plains;2
249;246;181;1;land;false;plains;2
250;212;200;1;land;true;forest;2
251;210;184;1;land;true;forest;2
252;201;176;1;land;true;forest;2
253;209;178;1;land;false;plains;2
254;245;158;1;land;false;plains;2
255;216;210;1;land;true;forest;2
256;215;144;1;land;false;plains;2
257;232;139;1;land;false;plains;2
258;221;191;1;land;false;plains;2
259;243;73;1;land;true;plains;2
260;219;26;1;land;true;forest;2
261;234;71;1;land;true;forest;2
262;237;21;1;land;true;plains;2
263;247;81;1;land;true;plains;2
264;234;70;1;land;true;forest;2
265;239;62;1;land;true;forest;2
266;230;26;1;land;true;plains;2
267;243;33;1;land;true;plains;2
268;216;36;1;land;true;forest;2
269;232;89;1;land;true;plains;2
270;254;64;1;land;true;plains;2
271;245;51;1;land;true;plains;2
272;242;46;1;land;false;forest;2
273;246;35;1;land;false;forest;2
274;254;55;1;land;true;forest;2
275;246;79;1;land;true;plains;2
276;227;58;1;land;true;plains;2
277;236;24;1;land;true;forest;2
278;241;74;1;land;false;forest;2
279;214;69;1;land;false;forest;2
280;201;190;1;land;true;plains;2
281;244;194;1;land;true;plains;2
282;219;164;1;land;false;plains;2
283;210;190;1;land;true;plains;2
284;219;158;1;land;false;plains;2
285;243;145;1;land;false;plains;2
286;213;147;1;land;false;plains;2
287;213;145;1;land;false;plains;2
288;217;186;1;land;false;plains;2
289;203;219;1;land;true;plains;2
290;239;207;1;land;false;plains;2
291;249;176;1;land;false;plains;2
292;241;181;1;land;false;plains;2
293;222;193;1;land;true;plains;2
294;211;180;1;land;false;plains;2
295;78;42;1;land;false;plains;2
296;117;19;1;land;true;forest;2
297;102;69;1;land;true;plains;2
298;103;60;1;land;true;forest;2
299;73;31;1;land;false;forest;2
300;67;25;1;land;true;plains;2
301;130;28;1;land;true;plains;2
302;137;32;1;land;false;forest;2
303;78;6;1;land;true;plains;2
304;179;194;1;land;false;plains;2
305;164;236;1;land;false;plains;2
306;189;248;1;land;true;plains;2
307;196;220;1;land;true;plains;2
308;160;237;1;land;false;plains;2
309;144;182;1;land;false;plains;2
310;178;186;1;land;true;plains;2
311;211;235;1;land;false;plains;2
312;151;247;1;land;true;plains;2
313;136;197;1;land;true;forest;2
314;199;241;1;land;false;plains;2
315;161;201;1;land;true;plains;2
316;207;200;1;land;false;plains;2
317;156;236;1;land;false;plains;2
318;200;235;1;land;false;plains;2
319;202;194;1;land;false;plains;2
320;164;174;1;land;true;plains;2
321;204;199;1;land;false;plains;2
322;209;204;1;land;true;plains;2
323;244;203;1;land;false;plains;2
324;233;188;1;land;false;plains;2
325;219;205;1;land;false;plains;2
326;246;208;1;land;false;plains;2
327;253;196;1;land;false;plains;2
328;225;199;1;land;true;plains;2
329;240;201;1;land;false;plains;2
330;208;250;1;land;false;plains;2
331;233;246;1;land;false;plains;2
332;224;208;1;land;false;plains;2
333;248;230;1;land;false;plains;2
334;245;194;1;land;false;plains;2
335;237;225;1;land;false;plains;2
