1;arms_factory;2036.00;9.50;222.00;4.47;0
1;arms_factory;2008.00;9.50;177.00;0.85;0
1;arms_factory;1987.00;9.60;220.00;3.52;0
1;arms_factory;1999.00;9.50;199.00;5.08;0
1;arms_factory;1974.00;9.60;219.00;2.92;0
1;arms_factory;1985.00;9.60;236.00;5.58;0
1;industrial_complex;1980.00;9.60;225.00;1.96;0
1;industrial_complex;2042.00;9.50;206.00;4.98;0
1;industrial_complex;1994.00;9.50;205.00;6.19;0
1;industrial_complex;2034.00;9.50;210.00;4.03;0
1;industrial_complex;2049.00;9.50;205.00;0.41;0
1;industrial_complex;2015.00;9.50;201.00;1.97;0
1;air_base;2051.00;9.50;211.00;4.63;0
1;supply_node;1986.00;9.60;232.00;4.45;0
1;supply_node;2005.00;9.50;179.00;5.93;0
1;supply_node;1995.00;9.50;199.00;2.58;0
1;supply_node;1974.00;9.60;223.00;5.16;0
1;supply_node;2033.00;9.50;208.00;1.82;0
1;supply_node;2051.00;9.50;208.00;3.29;0
1;supply_node;1985.00;9.50;244.00;1.05;0
1;supply_node;2015.00;9.50;204.00;3.99;0
1;supply_node;1995.00;9.50;210.00;5.47;0
1;supply_node;2048.00;9.50;217.00;2.12;0
1;supply_node;1965.00;9.60;210.00;4.71;0
1;supply_node;1981.00;9.50;208.00;1.36;0
1;supply_node;1995.00;9.50;251.00;4.29;0
1;supply_node;2027.00;9.50;218.00;0.59;0
1;supply_node;2004.00;9.50;192.00;3.53;0
1;supply_node;2000.00;9.50;246.00;5.01;0
1;supply_node;2004.00;9.50;221.00;2.76;0
1;supply_node;1986.00;9.60;220.00;5.70;0
1;bunker;1967.00;9.60;221.00;0.48;0
1;bunker;1975.00;9.60;209.00;3.15;0
1;bunker;2056.00;9.50;210.00;6.16;0
1;bunker;1985.00;9.60;213.00;1.09;0
1;bunker;1989.00;9.50;242.00;5.21;0
1;bunker;2006.00;9.50;175.00;1.59;0
1;bunker;2017.00;9.50;216.00;3.15;0
1;bunker;2032.00;9.50;214.00;0.99;0
1;bunker;1972.00;9.60;209.00;3.66;0
1;bunker;1997.00;9.50;254.00;0.04;0
1;bunker;2043.00;9.50;220.00;1.60;0
1;bunker;2000.00;9.50;203.00;5.72;0
1;bunker;2000.00;9.50;221.00;0.65;0
1;bunker;2007.00;9.50;193.00;4.77;0
1;bunker;2022.00;9.50;209.00;0.04;0
1;bunker;1988.00;9.60;237.00;4.17;0
1;bunker;1999.00;9.50;207.00;5.37;0
1;bunker;1998.00;9.50;249.00;3.21;0
1;coastal_bunker;1998.00;9.50;184.00;-1.77;0
1;coastal_bunker;2012.00;9.50;189.00;1.47;0
1;coastal_bunker;2020.00;9.50;198.00;0.52;0
1;coastal_bunker;2035.00;9.50;226.00;-2.68;0
1;coastal_bunker;2058.00;9.50;208.00;0.98;0
1;coastal_bunker;2065.00;9.50;210.00;1.23;0
1;coastal_bunker;2032.00;9.50;203.00;-0.20;0
1;coastal_bunker;1993.00;9.50;198.00;-0.79;0
1;coastal_bunker;1993.00;9.50;230.00;1.57;0
1;coastal_bunker;1970.00;9.50;204.00;0.17;0
1;coastal_bunker;1977.00;9.50;203.00;0.20;0
1;coastal_bunker;2000.00;9.50;256.00;-3.61;0
1;coastal_bunker;2005.00;9.50;246.00;0.32;0
1;coastal_bunker;2005.00;9.50;222.00;-3.46;0
1;coastal_bunker;1990.00;9.60;238.00;1.05;0
1;stronghold_network;2017.00;9.50;210.00;2.17;0
1;dockyard;2043.00;9.50;224.00;-3.14;0
1;anti_air_building;1974.00;9.50;205.00;1.23;0
1;anti_air_building;2047.00;9.50;218.00;2.78;0
1;anti_air_building;2009.00;9.50;187.00;0.62;0
1;synthetic_refinery;1990.00;9.50;249.00;1.83;0
1;fuel_silo;2011.00;9.50;192.00;5.95;0
1;radar_station;2013.00;9.50;214.00;3.68;0
1;nuclear_reactor_spawn;2038.00;9.50;221.00;3.90;0
1;special_project_facility_spawn;2000.00;9.50;221.00;1.73;0
1;special_project_facility_spawn;2053.00;9.50;207.00;4.40;0
1;special_project_facility_spawn;2020.00;9.50;203.00;5.96;0
1;special_project_facility_spawn;2046.00;9.50;213.00;2.34;0
1;special_project_facility_spawn;2052.00;9.50;216.00;0.18;0
1;special_project_facility_spawn;2026.00;9.50;221.00;1.39;0
1;special_project_facility_spawn;1995.00;9.50;244.00;4.40;0
1;special_project_facility_spawn;1990.00;9.60;219.00;0.79;0
1;special_project_facility_spawn;1985.00;9.50;208.00;4.91;0
1;special_project_facility_spawn;1996.00;9.50;208.00;0.18;0
1;special_project_facility_spawn;2002.00;9.50;198.00;2.85;0
1;special_project_facility_spawn;2001.00;9.50;183.00;0.69;0
1;special_project_facility_spawn;1970.00;9.60;225.00;1.90;0
1;special_project_facility_spawn;1964.00;9.60;212.00;4.91;0
1;special_project_facility_spawn;1986.00;9.60;231.00;1.29;0
1;special_project_facility_spawn;1993.00;9.50;251.00;3.96;0
1;special_project_facility_spawn;1997.00;9.50;201.00;0.34;0
1;special_project_facility_spawn;2003.00;9.50;246.00;3.36;0
1;rocket_site_spawn;1965.00;9.60;214.00;4.57;0
1;naval_base_spawn;1995.00;9.50;242.00;1.05;10527
1;naval_base_spawn;2000.00;9.50;252.00;-3.61;10647
1;naval_base_spawn;2001.00;9.50;243.00;0.32;10527
1;naval_base_spawn;2027.00;9.50;224.00;-2.68;10527
1;naval_base_spawn;2046.00;9.50;224.00;-3.14;10527
1;naval_base_spawn;2020.00;9.50;199.00;0.52;10602
1;naval_base_spawn;1997.00;9.50;188.00;-1.17;10545
1;naval_base_spawn;2009.00;9.50;174.00;1.11;10602
1;naval_base_spawn;2056.00;9.50;207.00;0.98;10602
1;naval_base_spawn;1998.00;9.50;227.00;-3.46;10527
1;naval_base_spawn;2030.00;9.50;205.00;-0.20;10602
1;naval_base_spawn;1966.00;9.50;203.00;0.17;10545
1;naval_base_spawn;1984.00;9.50;203.00;0.20;10545
1;naval_base_spawn;1993.00;9.50;195.00;-0.79;10545
1;naval_base_spawn;1993.00;9.50;230.00;1.57;10527
1;floating_harbor;1999.00;9.50;232.00;-1.57;1
1;floating_harbor;1993.14;9.50;181.37;1.37;2
1;floating_harbor;1988.05;9.50;192.05;-3.93;3
1;floating_harbor;2030.63;9.50;196.14;-3.34;5
1;floating_harbor;2059.82;9.50;202.12;-2.16;6
1;floating_harbor;1985.00;9.50;259.00;0.00;7
1;floating_harbor;2022.47;9.50;190.92;-2.62;8
1;floating_harbor;2048.00;9.50;229.00;0.00;10
1;floating_harbor;1967.15;9.50;197.10;-2.98;11
1;floating_harbor;1983.37;9.50;196.14;-2.94;12
1;floating_harbor;2000.13;9.50;261.26;-0.46;13
1;floating_harbor;2021.87;9.50;228.26;0.46;14
1;floating_harbor;1990.57;9.50;186.24;-4.31;15
1;floating_harbor;2003.21;9.50;236.36;-2.82;16
1;floating_harbor;2007.21;9.50;230.64;-0.32;17
2;arms_factory;1912.00;9.60;212.00;3.52;0
2;arms_factory;1949.00;9.60;225.00;5.08;0
2;arms_factory;1912.00;9.60;221.00;2.92;0
2;arms_factory;1914.00;9.60;212.00;5.58;0
2;arms_factory;1933.00;9.60;216.00;1.96;0
2;arms_factory;1914.00;9.60;221.00;4.98;0
2;industrial_complex;1916.00;9.60;212.00;6.19;0
2;industrial_complex;1935.00;9.60;216.00;4.03;0
2;industrial_complex;1916.00;9.60;221.00;0.41;0
2;industrial_complex;1945.00;9.60;223.00;1.97;0
2;industrial_complex;1931.00;9.60;217.00;4.63;0
2;industrial_complex;1918.00;9.60;221.00;2.47;0
2;air_base;1947.00;9.60;223.00;5.14;0
2;supply_node;1953.00;9.60;212.00;2.58;0
2;supply_node;1961.00;9.68;225.00;5.16;0
2;supply_node;1966.00;9.60;245.00;1.82;0
2;supply_node;1924.00;9.60;220.00;3.29;0
2;supply_node;1939.00;9.60;220.00;1.05;0
2;supply_node;1912.00;9.60;213.00;3.99;0
2;supply_node;1974.00;9.60;240.00;5.47;0
2;supply_node;1933.00;9.60;230.00;2.12;0
2;supply_node;1925.00;9.60;212.00;4.71;0
